1800	0	0
1801	0	0
1802	0	0
1803	0	0
1804	0	0
1805	0	0
1806	0	0
1807	0	0
1808	0	0
1809	0	0
1810	0	0
1811	0	0
1812	0	0
1813	0	0
1814	0	0
1815	0	0
1816	0	0
1817	0	0
1818	0	0
1819	0	0
1820	0	0
1821	0	0
1822	0	0
1823	0	0
1824	0	0
1825	0	0
1826	0	0
1827	0	0
1828	0	0
1829	0	0
1830	0	0
1831	0	0
1832	0	0
1833	0	0
1834	0	0
1835	0	0
1836	0	0
1837	0	0
1838	0	1
1839	0	0
1840	2	0
1841	0	0
1842	0	0
1843	0	1
1844	0	0
1845	0	0
1846	2	2
1847	0	0
1848	0	0
1849	0	0
1850	4	0
1851	1	1
1852	0	1
1853	0	2
1854	1	1
1855	1	2
1856	5	6
1857	0	0
1858	2	2
1859	1	2
1860	5	1
1861	0	0
1862	1	1
1863	4	4
1864	0	1
1865	2	3
1866	1	1
1867	0	2
1868	6	7
1869	2	3
1870	7	0
1871	2	3
1872	4	4
1873	0	0
1874	2	3
1875	8	10
1876	1	3
1877	1	1
1878	29	32
1879	2	3
1880	23	3
1881	3	4
1882	3	5
1883	3	6
1884	1	6
1885	2	7
1886	2	8
1887	1	5
1888	2	9
1889	4	9
1890	62	9
1891	11	17
1892	7	10
1893	8	20
1894	8	11
1895	15	22
1896	9	18
1897	21	33
1898	40	46
1899	13	27
1900	96	12
1901	16	24
1902	23	29
1903	10	18
1904	18	32
1905	35	44
1906	14	31
1907	6	19
1908	10	25
1909	70	82
1910	146	13
1911	22	41
1912	20	38
1913	12	20
1914	36	56
1915	39	52
1916	14	21
1917	10	23
1918	21	45
1919	9	18
1920	112	12
1921	7	16
1922	10	15
1923	7	18
1924	12	24
1925	25	31
1926	4	6
1927	10	14
1928	9	10
1929	9	12
1930	43	8
1931	5	8
1932	2	7
1933	6	13
1934	4	9
1935	3	5
1936	5	8
1937	5	11
1938	16	19
1939	20	23
1940	33	1
1941	2	6
1942	2	6
1943	3	8
1944	0	3
1945	5	7
1946	7	8
1947	3	6
1948	2	2
1949	4	5
1950	12	0
1951	6	9
1952	1	1
1953	5	7
1954	4	5
1955	4	4
1956	1	3
1957	5	6
1958	4	5
1959	4	5
1960	16	1
1961	3	3
1962	6	9
1963	1	3
1964	6	9
1965	10	13
1966	13	15
1967	4	7
1968	6	7
1969	3	3
1970	13	0
1971	7	7
1972	21	22
1973	0	0
1974	0	4
1975	0	1
1976	0	0
1977	0	0
1978	1	1
1979	0	0
1980	1	0
1981	0	0
1982	0	0
1983	0	0
1984	0	1
1985	0	0
1986	0	0
1987	0	0
1988	0	0
1989	0	0
1990	0	0
1991	0	0
1992	0	0
1993	0	0
1994	0	0
1995	0	0
1996	0	0
1997	0	0
1998	0	0
1999	0	0
2000	0	0
2001	0	0
2002	0	0
2003	0	0
2004	0	0
2005	0	0
2006	0	0
2007	0	0
2008	0	0
2009	0	0
2010	0	0
2011	0	0
2012	0	0
2013	0	0
2014	0	0
2015	0	0
2016	0	0
2017	0	0
2018	0	0
2019	0	0
